rental_id,rental_date,month,season
55,2005-05-25 08:26:13,5,Spring
56,2005-05-25 08:28:11,5,Spring
57,2005-05-25 08:43:32,5,Spring
58,2005-05-25 08:53:14,5,Spring
59,2005-05-25 08:56:42,5,Spring
60,2005-05-25 08:58:25,5,Spring
61,2005-05-25 09:01:57,5,Spring
62,2005-05-25 09:18:52,5,Spring
63,2005-05-25 09:19:16,5,Spring
64,2005-05-25 09:21:29,5,Spring
65,2005-05-25 09:32:03,5,Spring
66,2005-05-25 09:35:12,5,Spring
67,2005-05-25 09:41:01,5,Spring
68,2005-05-25 09:47:31,5,Spring
69,2005-05-25 10:10:14,5,Spring
70,2005-05-25 10:15:23,5,Spring
71,2005-05-25 10:26:39,5,Spring
72,2005-05-25 10:52:13,5,Spring
73,2005-05-25 11:00:07,5,Spring
74,2005-05-25 11:09:48,5,Spring
75,2005-05-25 11:13:34,5,Spring
76,2005-05-25 11:30:37,5,Spring
77,2005-05-25 11:31:59,5,Spring
78,2005-05-25 11:35:18,5,Spring
79,2005-05-25 12:11:07,5,Spring
80,2005-05-25 12:12:07,5,Spring
81,2005-05-25 12:15:19,5,Spring
82,2005-05-25 12:17:46,5,Spring
83,2005-05-25 12:30:15,5,Spring
84,2005-05-25 12:36:30,5,Spring
85,2005-05-25 13:05:34,5,Spring
86,2005-05-25 13:36:12,5,Spring
87,2005-05-25 13:52:43,5,Spring
88,2005-05-25 14:13:54,5,Spring
89,2005-05-25 14:28:29,5,Spring
90,2005-05-25 14:31:25,5,Spring
91,2005-05-25 14:57:22,5,Spring
92,2005-05-25 15:38:46,5,Spring
93,2005-05-25 15:54:16,5,Spring
94,2005-05-25 16:03:42,5,Spring
95,2005-05-25 16:12:52,5,Spring
96,2005-05-25 16:32:19,5,Spring
97,2005-05-25 16:34:24,5,Spring
98,2005-05-25 16:48:24,5,Spring
99,2005-05-25 16:50:20,5,Spring
100,2005-05-25 16:50:28,5,Spring
101,2005-05-25 17:17:04,5,Spring
102,2005-05-25 17:22:10,5,Spring
103,2005-05-25 17:30:42,5,Spring
104,2005-05-25 17:46:33,5,Spring
105,2005-05-25 17:54:12,5,Spring
106,2005-05-25 18:18:19,5,Spring
107,2005-05-25 18:28:09,5,Spring
108,2005-05-25 18:30:05,5,Spring
109,2005-05-25 18:40:20,5,Spring
110,2005-05-25 18:43:49,5,Spring
111,2005-05-25 18:45:19,5,Spring
112,2005-05-25 18:57:24,5,Spring
113,2005-05-25 19:07:40,5,Spring
114,2005-05-25 19:12:42,5,Spring
115,2005-05-25 19:13:25,5,Spring
116,2005-05-25 19:27:51,5,Spring
117,2005-05-25 19:30:46,5,Spring
118,2005-05-25 19:31:18,5,Spring
119,2005-05-25 19:37:02,5,Spring
120,2005-05-25 19:37:47,5,Spring
121,2005-05-25 19:41:29,5,Spring
122,2005-05-25 19:46:21,5,Spring
123,2005-05-25 20:26:42,5,Spring
124,2005-05-25 20:46:11,5,Spring
125,2005-05-25 20:48:50,5,Spring
126,2005-05-25 21:07:59,5,Spring
127,2005-05-25 21:10:40,5,Spring
128,2005-05-25 21:19:53,5,Spring
129,2005-05-25 21:20:03,5,Spring
130,2005-05-25 21:21:56,5,Spring
131,2005-05-25 21:42:46,5,Spring
132,2005-05-25 21:46:54,5,Spring
133,2005-05-25 21:48:30,5,Spring
134,2005-05-25 21:48:41,5,Spring
135,2005-05-25 21:58:58,5,Spring
136,2005-05-25 22:02:30,5,Spring
137,2005-05-25 22:25:18,5,Spring
138,2005-05-25 22:48:22,5,Spring
139,2005-05-25 23:00:21,5,Spring
140,2005-05-25 23:34:22,5,Spring
141,2005-05-25 23:34:53,5,Spring
142,2005-05-25 23:43:47,5,Spring
143,2005-05-25 23:45:52,5,Spring
144,2005-05-25 23:49:56,5,Spring
145,2005-05-25 23:59:03,5,Spring
146,2005-05-26 00:07:11,5,Spring
147,2005-05-26 00:17:50,5,Spring
148,2005-05-26 00:25:23,5,Spring
149,2005-05-26 00:28:05,5,Spring
150,2005-05-26 00:28:39,5,Spring
151,2005-05-26 00:37:28,5,Spring
152,2005-05-26 00:41:10,5,Spring
153,2005-05-26 00:47:47,5,Spring
154,2005-05-26 00:55:56,5,Spring
155,2005-05-26 01:15:05,5,Spring
156,2005-05-26 01:19:05,5,Spring
157,2005-05-26 01:25:21,5,Spring
158,2005-05-26 01:27:11,5,Spring
159,2005-05-26 01:34:28,5,Spring
160,2005-05-26 01:46:20,5,Spring
161,2005-05-26 01:51:48,5,Spring
162,2005-05-26 02:02:05,5,Spring
163,2005-05-26 02:26:23,5,Spring
164,2005-05-26 02:26:49,5,Spring
165,2005-05-26 02:28:36,5,Spring
166,2005-05-26 02:49:11,5,Spring
167,2005-05-26 02:50:31,5,Spring
168,2005-05-26 03:07:43,5,Spring
169,2005-05-26 03:09:30,5,Spring
170,2005-05-26 03:11:12,5,Spring
171,2005-05-26 03:14:15,5,Spring
172,2005-05-26 03:17:42,5,Spring
173,2005-05-26 03:42:10,5,Spring
174,2005-05-26 03:44:10,5,Spring
175,2005-05-26 03:46:26,5,Spring
176,2005-05-26 03:47:39,5,Spring
177,2005-05-26 04:14:29,5,Spring
178,2005-05-26 04:21:46,5,Spring
179,2005-05-26 04:26:06,5,Spring
180,2005-05-26 04:46:23,5,Spring
181,2005-05-26 04:47:06,5,Spring
182,2005-05-26 04:49:17,5,Spring
183,2005-05-26 05:01:18,5,Spring
184,2005-05-26 05:29:49,5,Spring
185,2005-05-26 05:30:03,5,Spring
186,2005-05-26 05:32:52,5,Spring
187,2005-05-26 05:42:37,5,Spring
188,2005-05-26 05:47:12,5,Spring
189,2005-05-26 06:01:41,5,Spring
190,2005-05-26 06:11:28,5,Spring
191,2005-05-26 06:14:06,5,Spring
192,2005-05-26 06:20:37,5,Spring
193,2005-05-26 06:41:48,5,Spring
194,2005-05-26 06:52:33,5,Spring
195,2005-05-26 06:52:36,5,Spring
196,2005-05-26 06:55:58,5,Spring
197,2005-05-26 06:59:21,5,Spring
198,2005-05-26 07:03:49,5,Spring
199,2005-05-26 07:11:58,5,Spring
200,2005-05-26 07:12:21,5,Spring
201,2005-05-26 07:13:45,5,Spring
202,2005-05-26 07:27:36,5,Spring
203,2005-05-26 07:27:57,5,Spring
204,2005-05-26 07:30:37,5,Spring
205,2005-05-26 07:59:37,5,Spring
206,2005-05-26 08:01:54,5,Spring
207,2005-05-26 08:04:38,5,Spring
208,2005-05-26 08:10:22,5,Spring
209,2005-05-26 08:14:01,5,Spring
210,2005-05-26 08:14:15,5,Spring
211,2005-05-26 08:33:10,5,Spring
212,2005-05-26 08:34:41,5,Spring
213,2005-05-26 08:44:08,5,Spring
214,2005-05-26 08:48:49,5,Spring
215,2005-05-26 09:02:47,5,Spring
216,2005-05-26 09:17:43,5,Spring
217,2005-05-26 09:24:26,5,Spring
218,2005-05-26 09:27:09,5,Spring
219,2005-05-26 09:41:45,5,Spring
220,2005-05-26 10:06:49,5,Spring
221,2005-05-26 10:14:09,5,Spring
222,2005-05-26 10:14:38,5,Spring
223,2005-05-26 10:15:23,5,Spring
224,2005-05-26 10:18:27,5,Spring
225,2005-05-26 10:27:50,5,Spring
226,2005-05-26 10:44:04,5,Spring
227,2005-05-26 10:51:46,5,Spring
228,2005-05-26 10:54:28,5,Spring
229,2005-05-26 11:19:20,5,Spring
230,2005-05-26 11:31:50,5,Spring
231,2005-05-26 11:31:59,5,Spring
232,2005-05-26 11:38:05,5,Spring
233,2005-05-26 11:43:44,5,Spring
234,2005-05-26 11:47:20,5,Spring
235,2005-05-26 11:51:09,5,Spring
236,2005-05-26 11:53:49,5,Spring
237,2005-05-26 12:15:13,5,Spring
238,2005-05-26 12:30:22,5,Spring
239,2005-05-26 12:30:26,5,Spring
240,2005-05-26 12:40:23,5,Spring
241,2005-05-26 12:49:01,5,Spring
242,2005-05-26 13:05:08,5,Spring
243,2005-05-26 13:06:05,5,Spring
244,2005-05-26 13:40:40,5,Spring
245,2005-05-26 13:46:59,5,Spring
246,2005-05-26 13:57:07,5,Spring
247,2005-05-26 14:01:05,5,Spring
248,2005-05-26 14:07:58,5,Spring
249,2005-05-26 14:19:09,5,Spring
250,2005-05-26 14:30:24,5,Spring
251,2005-05-26 14:35:40,5,Spring
252,2005-05-26 14:39:53,5,Spring
253,2005-05-26 14:43:14,5,Spring
254,2005-05-26 14:43:48,5,Spring
255,2005-05-26 14:52:15,5,Spring
256,2005-05-26 15:20:58,5,Spring
257,2005-05-26 15:27:05,5,Spring
258,2005-05-26 15:28:14,5,Spring
259,2005-05-26 15:32:46,5,Spring
260,2005-05-26 15:42:20,5,Spring
261,2005-05-26 15:44:23,5,Spring
262,2005-05-26 15:46:56,5,Spring
263,2005-05-26 15:47:40,5,Spring
264,2005-05-26 16:00:49,5,Spring
265,2005-05-26 16:07:38,5,Spring
266,2005-05-26 16:08:05,5,Spring
267,2005-05-26 16:16:21,5,Spring
268,2005-05-26 16:19:08,5,Spring
269,2005-05-26 16:19:46,5,Spring
270,2005-05-26 16:20:56,5,Spring
271,2005-05-26 16:22:01,5,Spring
272,2005-05-26 16:27:11,5,Spring
273,2005-05-26 16:29:36,5,Spring
274,2005-05-26 16:48:51,5,Spring
275,2005-05-26 17:09:53,5,Spring
276,2005-05-26 17:16:07,5,Spring
277,2005-05-26 17:32:11,5,Spring
278,2005-05-26 17:40:58,5,Spring
279,2005-05-26 18:02:50,5,Spring
280,2005-05-26 18:36:58,5,Spring
281,2005-05-26 18:49:35,5,Spring
282,2005-05-26 18:56:26,5,Spring
283,2005-05-26 19:05:05,5,Spring
284,2005-05-26 19:21:44,5,Spring
285,2005-05-26 19:41:40,5,Spring
286,2005-05-26 19:44:51,5,Spring
287,2005-05-26 19:44:54,5,Spring
288,2005-05-26 19:47:49,5,Spring
289,2005-05-26 20:01:09,5,Spring
290,2005-05-26 20:08:33,5,Spring
291,2005-05-26 20:20:47,5,Spring
292,2005-05-26 20:22:12,5,Spring
293,2005-05-26 20:27:02,5,Spring
294,2005-05-26 20:29:57,5,Spring
295,2005-05-26 20:33:20,5,Spring
296,2005-05-26 20:35:19,5,Spring
297,2005-05-26 20:48:48,5,Spring
298,2005-05-26 20:52:26,5,Spring
299,2005-05-26 20:55:36,5,Spring
300,2005-05-26 20:57:00,5,Spring
301,2005-05-26 21:06:14,5,Spring
302,2005-05-26 21:13:46,5,Spring
303,2005-05-26 21:16:52,5,Spring
304,2005-05-26 21:21:28,5,Spring
305,2005-05-26 21:22:07,5,Spring
306,2005-05-26 21:31:57,5,Spring
307,2005-05-26 21:48:13,5,Spring
308,2005-05-26 22:01:39,5,Spring
309,2005-05-26 22:38:10,5,Spring
310,2005-05-26 22:41:07,5,Spring
311,2005-05-26 22:51:37,5,Spring
312,2005-05-26 22:52:19,5,Spring
313,2005-05-26 22:56:19,5,Spring
314,2005-05-26 23:09:41,5,Spring
315,2005-05-26 23:12:55,5,Spring
316,2005-05-26 23:22:55,5,Spring
317,2005-05-26 23:23:56,5,Spring
318,2005-05-26 23:37:39,5,Spring
319,2005-05-26 23:52:13,5,Spring
320,2005-05-27 00:09:24,5,Spring
322,2005-05-27 00:47:35,5,Spring
323,2005-05-27 00:49:27,5,Spring
324,2005-05-27 01:00:04,5,Spring
325,2005-05-27 01:09:55,5,Spring
326,2005-05-27 01:10:11,5,Spring
327,2005-05-27 01:18:57,5,Spring
328,2005-05-27 01:29:31,5,Spring
329,2005-05-27 01:57:14,5,Spring
330,2005-05-27 02:15:30,5,Spring
331,2005-05-27 02:22:26,5,Spring
332,2005-05-27 02:27:10,5,Spring
333,2005-05-27 02:52:21,5,Spring
334,2005-05-27 03:03:07,5,Spring
335,2005-05-27 03:07:10,5,Spring
336,2005-05-27 03:15:23,5,Spring
337,2005-05-27 03:22:30,5,Spring
338,2005-05-27 03:42:52,5,Spring
339,2005-05-27 03:47:18,5,Spring
340,2005-05-27 03:55:25,5,Spring
341,2005-05-27 04:01:42,5,Spring
342,2005-05-27 04:11:04,5,Spring
343,2005-05-27 04:13:41,5,Spring
344,2005-05-27 04:30:22,5,Spring
345,2005-05-27 04:32:25,5,Spring
346,2005-05-27 04:34:41,5,Spring
347,2005-05-27 04:40:33,5,Spring
348,2005-05-27 04:50:56,5,Spring
349,2005-05-27 04:53:11,5,Spring
350,2005-05-27 05:01:28,5,Spring
351,2005-05-27 05:39:03,5,Spring
352,2005-05-27 05:48:19,5,Spring
353,2005-05-27 06:03:39,5,Spring
354,2005-05-27 06:12:26,5,Spring
355,2005-05-27 06:15:33,5,Spring
356,2005-05-27 06:32:30,5,Spring
357,2005-05-27 06:37:15,5,Spring
358,2005-05-27 06:43:59,5,Spring
359,2005-05-27 06:48:33,5,Spring
360,2005-05-27 06:51:14,5,Spring
361,2005-05-27 07:03:28,5,Spring
362,2005-05-27 07:10:25,5,Spring
363,2005-05-27 07:14:00,5,Spring
364,2005-05-27 07:20:12,5,Spring
365,2005-05-27 07:31:20,5,Spring
366,2005-05-27 07:33:54,5,Spring
367,2005-05-27 07:37:02,5,Spring
368,2005-05-27 07:42:29,5,Spring
369,2005-05-27 07:46:49,5,Spring
370,2005-05-27 07:49:43,5,Spring
371,2005-05-27 08:08:18,5,Spring
372,2005-05-27 08:13:58,5,Spring
373,2005-05-27 08:16:25,5,Spring
374,2005-05-27 08:26:30,5,Spring
375,2005-05-27 08:49:21,5,Spring
376,2005-05-27 08:58:15,5,Spring
377,2005-05-27 09:04:05,5,Spring
378,2005-05-27 09:23:22,5,Spring
379,2005-05-27 09:25:32,5,Spring
380,2005-05-27 09:34:39,5,Spring
381,2005-05-27 09:43:25,5,Spring
382,2005-05-27 10:12:00,5,Spring
383,2005-05-27 10:12:20,5,Spring
384,2005-05-27 10:18:20,5,Spring
385,2005-05-27 10:23:25,5,Spring
386,2005-05-27 10:26:31,5,Spring
387,2005-05-27 10:35:27,5,Spring
388,2005-05-27 10:37:27,5,Spring
389,2005-05-27 10:45:41,5,Spring
390,2005-05-27 11:02:26,5,Spring
391,2005-05-27 11:03:55,5,Spring
392,2005-05-27 11:14:42,5,Spring
393,2005-05-27 11:18:25,5,Spring
394,2005-05-27 11:26:11,5,Spring
395,2005-05-27 11:45:49,5,Spring
396,2005-05-27 11:47:04,5,Spring
397,2005-05-27 12:29:02,5,Spring
398,2005-05-27 12:44:03,5,Spring
399,2005-05-27 12:48:38,5,Spring
400,2005-05-27 12:51:44,5,Spring
401,2005-05-27 12:57:55,5,Spring
402,2005-05-27 13:17:18,5,Spring
403,2005-05-27 13:28:52,5,Spring
404,2005-05-27 13:31:51,5,Spring
405,2005-05-27 13:32:39,5,Spring
406,2005-05-27 13:46:46,5,Spring
407,2005-05-27 13:57:38,5,Spring
408,2005-05-27 13:57:39,5,Spring
409,2005-05-27 14:10:58,5,Spring
410,2005-05-27 14:11:22,5,Spring
411,2005-05-27 14:14:14,5,Spring
412,2005-05-27 14:17:23,5,Spring
413,2005-05-27 14:45:37,5,Spring
414,2005-05-27 14:48:20,5,Spring
415,2005-05-27 14:51:45,5,Spring
416,2005-05-27 15:02:10,5,Spring
417,2005-05-27 15:07:27,5,Spring
418,2005-05-27 15:13:17,5,Spring
419,2005-05-27 15:15:11,5,Spring
420,2005-05-27 15:19:38,5,Spring
421,2005-05-27 15:30:13,5,Spring
422,2005-05-27 15:31:55,5,Spring
423,2005-05-27 15:32:57,5,Spring
424,2005-05-27 15:34:01,5,Spring
425,2005-05-27 15:51:30,5,Spring
426,2005-05-27 15:56:57,5,Spring
427,2005-05-27 16:10:04,5,Spring
428,2005-05-27 16:10:58,5,Spring
429,2005-05-27 16:21:26,5,Spring
430,2005-05-27 16:22:10,5,Spring
431,2005-05-27 16:31:05,5,Spring
432,2005-05-27 16:40:29,5,Spring
433,2005-05-27 16:40:40,5,Spring
434,2005-05-27 16:54:27,5,Spring
435,2005-05-27 17:17:09,5,Spring
436,2005-05-27 17:21:04,5,Spring
437,2005-05-27 17:47:22,5,Spring
438,2005-05-27 17:52:34,5,Spring
439,2005-05-27 17:54:48,5,Spring
440,2005-05-27 18:00:35,5,Spring
441,2005-05-27 18:11:05,5,Spring
442,2005-05-27 18:12:13,5,Spring
443,2005-05-27 18:35:20,5,Spring
444,2005-05-27 18:39:15,5,Spring
445,2005-05-27 18:42:57,5,Spring
446,2005-05-27 18:48:41,5,Spring
447,2005-05-27 18:57:02,5,Spring
448,2005-05-27 19:03:08,5,Spring
449,2005-05-27 19:13:15,5,Spring
450,2005-05-27 19:18:54,5,Spring
451,2005-05-27 19:27:54,5,Spring
452,2005-05-27 19:30:33,5,Spring
453,2005-05-27 19:31:16,5,Spring
454,2005-05-27 19:31:36,5,Spring
455,2005-05-27 19:43:29,5,Spring
456,2005-05-27 19:50:06,5,Spring
457,2005-05-27 19:52:29,5,Spring
458,2005-05-27 19:58:36,5,Spring
459,2005-05-27 20:00:04,5,Spring
460,2005-05-27 20:02:03,5,Spring
461,2005-05-27 20:08:55,5,Spring
462,2005-05-27 20:10:36,5,Spring
463,2005-05-27 20:11:47,5,Spring
464,2005-05-27 20:42:44,5,Spring
465,2005-05-27 20:44:36,5,Spring
466,2005-05-27 20:57:07,5,Spring
467,2005-05-27 21:10:03,5,Spring
468,2005-05-27 21:13:10,5,Spring
469,2005-05-27 21:14:26,5,Spring
470,2005-05-27 21:17:08,5,Spring
471,2005-05-27 21:32:42,5,Spring
472,2005-05-27 21:36:15,5,Spring
473,2005-05-27 21:36:34,5,Spring
474,2005-05-27 22:11:56,5,Spring
475,2005-05-27 22:16:26,5,Spring
476,2005-05-27 22:31:36,5,Spring
477,2005-05-27 22:33:33,5,Spring
478,2005-05-27 22:38:20,5,Spring
479,2005-05-27 22:39:10,5,Spring
480,2005-05-27 22:47:39,5,Spring
481,2005-05-27 22:49:27,5,Spring
482,2005-05-27 22:53:02,5,Spring
483,2005-05-27 23:00:25,5,Spring
484,2005-05-27 23:26:45,5,Spring
485,2005-05-27 23:40:52,5,Spring
486,2005-05-27 23:51:12,5,Spring
487,2005-05-28 00:00:30,5,Spring
488,2005-05-28 00:07:50,5,Spring
489,2005-05-28 00:09:12,5,Spring
490,2005-05-28 00:09:56,5,Spring
491,2005-05-28 00:13:35,5,Spring
492,2005-05-28 00:24:58,5,Spring
493,2005-05-28 00:34:11,5,Spring
494,2005-05-28 00:39:31,5,Spring
495,2005-05-28 00:40:48,5,Spring
496,2005-05-28 00:43:41,5,Spring
497,2005-05-28 00:54:39,5,Spring
498,2005-05-28 01:01:21,5,Spring
499,2005-05-28 01:05:07,5,Spring
500,2005-05-28 01:05:25,5,Spring
501,2005-05-28 01:09:36,5,Spring
502,2005-05-28 01:34:43,5,Spring
503,2005-05-28 01:35:25,5,Spring
504,2005-05-28 02:05:34,5,Spring
505,2005-05-28 02:06:37,5,Spring
506,2005-05-28 02:09:19,5,Spring
507,2005-05-28 02:31:19,5,Spring
508,2005-05-28 02:40:50,5,Spring
509,2005-05-28 02:51:12,5,Spring
510,2005-05-28 02:52:14,5,Spring
511,2005-05-28 03:04:04,5,Spring
512,2005-05-28 03:07:50,5,Spring
513,2005-05-28 03:08:10,5,Spring
514,2005-05-28 03:09:28,5,Spring
515,2005-05-28 03:10:10,5,Spring
516,2005-05-28 03:11:47,5,Spring
517,2005-05-28 03:17:57,5,Spring
518,2005-05-28 03:18:02,5,Spring
519,2005-05-28 03:22:33,5,Spring
520,2005-05-28 03:27:37,5,Spring
521,2005-05-28 03:32:22,5,Spring
522,2005-05-28 03:33:20,5,Spring
523,2005-05-28 03:53:26,5,Spring
524,2005-05-28 03:57:28,5,Spring
525,2005-05-28 04:25:33,5,Spring
526,2005-05-28 04:27:37,5,Spring
527,2005-05-28 04:28:38,5,Spring
528,2005-05-28 04:30:05,5,Spring
529,2005-05-28 04:34:17,5,Spring
530,2005-05-28 05:13:01,5,Spring
531,2005-05-28 05:23:38,5,Spring
532,2005-05-28 05:36:58,5,Spring
533,2005-05-28 06:14:46,5,Spring
534,2005-05-28 06:15:25,5,Spring
535,2005-05-28 06:16:32,5,Spring
536,2005-05-28 06:17:33,5,Spring
537,2005-05-28 06:20:55,5,Spring
538,2005-05-28 06:21:05,5,Spring
539,2005-05-28 06:26:16,5,Spring
540,2005-05-28 06:40:25,5,Spring
541,2005-05-28 06:41:58,5,Spring
542,2005-05-28 06:42:13,5,Spring
543,2005-05-28 06:43:34,5,Spring
544,2005-05-28 07:03:00,5,Spring
545,2005-05-28 07:10:20,5,Spring
546,2005-05-28 07:16:25,5,Spring
547,2005-05-28 07:24:28,5,Spring
548,2005-05-28 07:34:56,5,Spring
549,2005-05-28 07:35:37,5,Spring
550,2005-05-28 07:39:16,5,Spring
551,2005-05-28 07:44:18,5,Spring
552,2005-05-28 07:53:38,5,Spring
553,2005-05-28 08:14:44,5,Spring
554,2005-05-28 08:23:16,5,Spring
555,2005-05-28 08:31:14,5,Spring
556,2005-05-28 08:31:36,5,Spring
557,2005-05-28 08:36:22,5,Spring
558,2005-05-28 08:38:43,5,Spring
559,2005-05-28 08:39:02,5,Spring
560,2005-05-28 08:53:02,5,Spring
561,2005-05-28 08:54:06,5,Spring
562,2005-05-28 09:01:21,5,Spring
563,2005-05-28 09:10:49,5,Spring
564,2005-05-28 09:12:09,5,Spring
565,2005-05-28 09:26:31,5,Spring
566,2005-05-28 09:51:39,5,Spring
567,2005-05-28 09:56:20,5,Spring
568,2005-05-28 09:57:36,5,Spring
569,2005-05-28 10:12:41,5,Spring
570,2005-05-28 10:15:04,5,Spring
571,2005-05-28 10:17:41,5,Spring
572,2005-05-28 10:30:13,5,Spring
573,2005-05-28 10:35:23,5,Spring
574,2005-05-28 10:44:28,5,Spring
575,2005-05-28 10:56:09,5,Spring
576,2005-05-28 10:56:10,5,Spring
577,2005-05-28 11:09:14,5,Spring
578,2005-05-28 11:15:48,5,Spring
579,2005-05-28 11:19:23,5,Spring
580,2005-05-28 11:19:53,5,Spring
581,2005-05-28 11:20:29,5,Spring
582,2005-05-28 11:33:46,5,Spring
583,2005-05-28 11:48:55,5,Spring
584,2005-05-28 11:49:00,5,Spring
585,2005-05-28 11:50:45,5,Spring
586,2005-05-28 12:03:00,5,Spring
587,2005-05-28 12:05:33,5,Spring
588,2005-05-28 12:08:37,5,Spring
589,2005-05-28 12:27:50,5,Spring
590,2005-05-28 13:06:50,5,Spring
591,2005-05-28 13:11:04,5,Spring
592,2005-05-28 13:21:08,5,Spring
593,2005-05-28 13:33:23,5,Spring
594,2005-05-28 13:41:56,5,Spring
595,2005-05-28 13:59:54,5,Spring
596,2005-05-28 14:00:03,5,Spring
597,2005-05-28 14:01:02,5,Spring
598,2005-05-28 14:04:50,5,Spring
599,2005-05-28 14:05:57,5,Spring
600,2005-05-28 14:08:19,5,Spring
601,2005-05-28 14:08:22,5,Spring
602,2005-05-28 14:15:54,5,Spring
603,2005-05-28 14:27:51,5,Spring
604,2005-05-28 14:37:07,5,Spring
605,2005-05-28 14:39:10,5,Spring
606,2005-05-28 14:48:39,5,Spring
607,2005-05-28 15:02:41,5,Spring
608,2005-05-28 15:03:44,5,Spring
609,2005-05-28 15:04:02,5,Spring
610,2005-05-28 15:15:25,5,Spring
611,2005-05-28 15:18:18,5,Spring
612,2005-05-28 15:24:54,5,Spring
613,2005-05-28 15:27:22,5,Spring
614,2005-05-28 15:33:28,5,Spring
615,2005-05-28 15:35:52,5,Spring
616,2005-05-28 15:45:39,5,Spring
617,2005-05-28 15:49:14,5,Spring
618,2005-05-28 15:50:07,5,Spring
619,2005-05-28 15:52:26,5,Spring
620,2005-05-28 15:54:45,5,Spring
621,2005-05-28 15:58:12,5,Spring
622,2005-05-28 15:58:22,5,Spring
623,2005-05-28 16:01:28,5,Spring
624,2005-05-28 16:13:22,5,Spring
625,2005-05-28 16:35:46,5,Spring
626,2005-05-28 16:58:09,5,Spring
627,2005-05-28 17:04:43,5,Spring
628,2005-05-28 17:05:46,5,Spring
629,2005-05-28 17:19:15,5,Spring
630,2005-05-28 17:24:51,5,Spring
631,2005-05-28 17:36:32,5,Spring
632,2005-05-28 17:37:50,5,Spring
633,2005-05-28 17:37:59,5,Spring
634,2005-05-28 17:40:35,5,Spring
635,2005-05-28 17:46:57,5,Spring
636,2005-05-28 17:47:58,5,Spring
637,2005-05-28 18:14:29,5,Spring
638,2005-05-28 18:24:43,5,Spring
639,2005-05-28 18:25:02,5,Spring
640,2005-05-28 18:43:26,5,Spring
641,2005-05-28 18:45:47,5,Spring
642,2005-05-28 18:49:12,5,Spring
643,2005-05-28 18:52:11,5,Spring
644,2005-05-28 18:59:12,5,Spring
645,2005-05-28 19:14:09,5,Spring
646,2005-05-28 19:16:14,5,Spring
647,2005-05-28 19:22:52,5,Spring
648,2005-05-28 19:25:54,5,Spring
649,2005-05-28 19:35:45,5,Spring
650,2005-05-28 19:45:40,5,Spring
651,2005-05-28 19:46:50,5,Spring
652,2005-05-28 20:08:47,5,Spring
653,2005-05-28 20:12:20,5,Spring
654,2005-05-28 20:15:30,5,Spring
655,2005-05-28 20:16:20,5,Spring
656,2005-05-28 20:18:24,5,Spring
657,2005-05-28 20:23:09,5,Spring
658,2005-05-28 20:23:23,5,Spring
659,2005-05-28 20:27:53,5,Spring
660,2005-05-28 20:53:31,5,Spring
661,2005-05-28 21:01:25,5,Spring
662,2005-05-28 21:09:31,5,Spring
663,2005-05-28 21:23:02,5,Spring
664,2005-05-28 21:31:08,5,Spring
665,2005-05-28 21:38:39,5,Spring
666,2005-05-28 21:48:51,5,Spring
667,2005-05-28 21:49:02,5,Spring
